Gene,Expressed,AC_Patient,AN_Patient,AF_Patient,AC_gnomAD,AN_gnomAD,AF_gnomAD,pVal,FDR
OAZ2,YES,4,356,0.0112359551,266,14994,0.0177404295,0.535648211,0.9689454048
OSBPL5,YES,345,1068,0.9691011236,13878,44788,0.9331439454,0.5061074417,0.9689454048
PAGE5,YES,1,356,0.0028089888,21,10657,0.0019705358,0.515289546,0.9689454048
PCDHB2,YES,34,356,0.095505618,1280,15008,0.0852878465,0.5059144938,0.9689454048
PCMTD1,YES,413,712,1.1601123596,17698,29316,1.1875824575,0.5335499324,0.9689454048
PDLIM1,YES,171,712,0.4803370787,6822,29926,0.4563500022,0.5400635435,0.9689454048
PDS5B,YES,174,1068,0.4887640449,6918,44802,0.4658440438,0.527037961,0.9689454048
PIGZ,YES,1,356,0.0028089888,31,14994,0.0020674937,0.5286751314,0.9689454048
PLA2G15,YES,3,356,0.0084269663,97,14984,0.0064735718,0.5062782572,0.9689454048
POGLUT1,YES,12,712,0.0337078652,432,30018,0.0287846482,0.525945207,0.9689454048
PPP6R3,YES,90,1068,0.2528089888,3547,44962,0.2369071593,0.5303827483,0.9689454048
PTPRH,YES,51,712,0.143258427,1957,29970,0.1306122992,0.5411395345,0.9689454048
RALBP1,YES,30,356,0.0842696629,1457,14962,0.0973800294,0.5252385894,0.9689454048
RARA,YES,7,356,0.0196629213,231,14952,0.0154494382,0.5113760507,0.9689454048
RNF34,YES,29,356,0.0814606742,1421,15002,0.0947207039,0.5197907657,0.9689454048
RPF2,YES,130,712,0.3651685393,5817,29928,0.3887329412,0.5392607669,0.9689454048
RTL8B,YES,460,1068,1.2921348315,12726,30676,1.2524069901,0.5109989508,0.9689454048
RUNDC1,YES,8,712,0.0224719101,454,30002,0.0302696896,0.5307150373,0.9689454048
SLC14A2,YES,174,356,0.4887640449,6852,14952,0.4582664526,0.5075177511,0.9689454048
SLC35B1,YES,13,356,0.0365168539,689,15004,0.0459210877,0.5186352085,0.9689454048
SLC35C1,YES,396,712,1.1123595506,17383,29898,1.1622730897,0.5080250829,0.9689454048
SLC35E1,YES,18,712,0.0505617978,645,29986,0.0430458356,0.5130952975,0.9689454048
SMC1B,YES,323,356,0.9073033708,12945,15002,0.8628849487,0.5332879019,0.9689454048
SMCO1,YES,4,356,0.0112359551,120,15014,0.0079925403,0.5385509671,0.9689454048
SPATC1L,YES,55,712,0.154494382,2508,29484,0.1701261701,0.5404085998,0.9689454048
SPZ1,YES,50,356,0.1404494382,2358,14960,0.1576203209,0.5093927861,0.9689454048
SSR1,YES,154,356,0.4325842697,6048,14930,0.405090422,0.5202859336,0.9689454048
STAT1,YES,4,356,0.0112359551,255,15016,0.016981886,0.5327771252,0.9689454048
TAB3,YES,1,356,0.0028089888,22,10604,0.0020746888,0.5327100236,0.9689454048
TAF15,YES,1,356,0.0028089888,29,15006,0.0019325603,0.5057353862,0.9689454048
TBC1D20,YES,183,356,0.5140449438,7222,14956,0.4828831238,0.5150433203,0.9689454048
TGFBR1,YES,66,356,0.1853932584,3052,14960,0.2040106952,0.511641609,0.9689454048
THEMIS,YES,143,356,0.4016853933,6407,14898,0.4300577259,0.5209255326,0.9689454048
THSD4,YES,254,1068,0.7134831461,11193,44956,0.7478224438,0.5307835964,0.9689454048
TKFC,YES,3,356,0.0084269663,95,14998,0.0063341779,0.4980463343,0.9689454048
TMEM129,YES,206,712,0.5786516854,9138,29898,0.6113506446,0.5279586591,0.9689454048
TMPRSS2,YES,1,356,0.0028089888,32,14996,0.0021339024,0.5395663483,0.9689454048
TOP3A,YES,146,712,0.4101123596,6539,29946,0.4368400594,0.5282309406,0.9689454048
TOX2,YES,13,712,0.0365168539,693,29998,0.0462059386,0.5244468267,0.9689454048
TRA2A,YES,8,356,0.0224719101,257,14404,0.017842266,0.5406069623,0.9689454048
TRAK1,YES,364,1424,1.0224719101,15871,59606,1.0667903967,0.5182088705,0.9689454048
TRMT61A,YES,126,356,0.3539325843,5646,14890,0.3791806582,0.5358051707,0.9689454048
